trade_id,timestamp,ticker,side,quantity,entry_price,exit_price,exit_timestamp,pnl,pnl_pct,fair_value,mispricing,signal_strength,orderbook_imbalance,score_differential,win_probability
45,1769568897.6393087,KXNBAGAME-26JAN27DETDEN-DEN,buy,322,0.275,0.255,1769568910.0794475,-6.440000000000006,-7.272727272727278,0.2722671935028782,-0.0027328064971218202,0.0016609284233241749,0.0,-5,0.02
46,1769568912.1541286,KXNBAGAME-26JAN27DETDEN-DEN,sell,133,0.255,0.245,1769568918.387817,1.3300000000000012,3.921568627450984,0.266646300211144,0.01164630021114399,-0.0010289961742451488,0.0,-5,0.02
47,1769568920.4727023,KXNBAGAME-26JAN27DETDEN-DEN,sell,390,0.255,0.245,1769568932.9265444,3.9000000000000035,3.921568627450984,0.2484571989206397,-0.006542801079360311,-0.0017614363761839298,0.0,-5,0.02
48,1769568969.005974,KXNBAGAME-26JAN27DETDEN-DEN,sell,195,0.235,0.225,1769568985.7407844,1.9499999999999964,4.255319148936162,0.24668736059443466,0.011687360594434676,-0.001197286966036524,0.0,-5,0.02
49,1769568994.0405521,KXNBAGAME-26JAN27DETDEN-DEN,sell,332,0.215,0.20500000000000002,1769569010.7225475,3.3199999999999936,4.651162790697666,0.21981288428816684,0.004812884288166841,-0.0014916383359674474,0.0,-5,0.02
50,1769569029.4040601,KXNBAGAME-26JAN27DETDEN-DEN,buy,142,0.22,0.225,1769569031.4788682,0.7100000000000006,2.2727272727272747,0.21804225013092043,-0.001957749869079567,0.0009889117028686308,0.0,-7,0.02
51,1769569033.5508764,KXNBAGAME-26JAN27DETDEN-DEN,buy,218,0.225,0.235,1769569039.7735355,2.1799999999999957,4.444444444444436,0.22292161076713712,-0.0020783892328628817,0.0012371562417750914,0.0,-7,0.02
52,1769569041.851478,KXNBAGAME-26JAN27DETDEN-DEN,buy,297,0.235,0.24,1769569046.0105803,1.4850000000000012,2.127659574468087,0.23175890622284354,-0.0032410937771564508,0.0014743652037037432,0.0,-5,0.02
53,1769569048.085407,KXNBAGAME-26JAN27DETDEN-DEN,buy,292,0.24,0.25,1769569050.1619306,2.9200000000000026,4.1666666666666705,0.23867786492965135,-0.0013221350703486456,0.0014772271008409508,0.0,-5,0.02
54,1769569052.2335396,KXNBAGAME-26JAN27DETDEN-DEN,buy,483,0.245,0.25,1769569054.3101811,2.4150000000000023,2.040816326530614,0.2465259596497768,0.001525959649776809,0.001919556753654585,0.0,-5,0.02
55,1769569056.3910615,KXNBAGAME-26JAN27DETDEN-DEN,buy,327,0.25,0.255,1769569062.6013374,1.6350000000000016,2.0000000000000018,0.2504228228643578,0.0004228228643577969,0.001595571125625341,0.0,-5,0.02
56,1769569064.675722,KXNBAGAME-26JAN27DETDEN-DEN,buy,123,0.255,0.235,1769569083.416965,-2.460000000000002,-7.843137254901968,0.25463349861021317,-0.000366501389786833,0.0009894390423762509,0.0,-5,0.02
57,1769569085.5001698,KXNBAGAME-26JAN27DETDEN-DEN,sell,319,0.235,0.245,1769569096.1071477,-3.190000000000003,-4.255319148936175,0.239432440091479,0.004432440091479001,-0.0015269703736279275,0.0,-5,0.02
58,1769569102.3219895,KXNBAGAME-26JAN27DETDEN-DEN,buy,468,0.275,0.28500000000000003,1769569116.8697388,4.680000000000004,3.636363636363639,0.24946999535130784,-0.02553000464869218,0.0020008074122533385,0.0,-5,0.02
59,1769569118.950188,KXNBAGAME-26JAN27DETDEN-DEN,buy,466,0.28500000000000003,0.27,1769569123.2621205,-6.990000000000006,-5.263157894736847,0.28408740900620544,-0.0009125909937945931,0.002033517420216008,0.0,-5,0.02
60,1769569138.2543302,KXNBAGAME-26JAN27DETDEN-DEN,sell,91,0.265,0.255,1769569142.4332147,0.9100000000000008,3.7735849056603805,0.2707467777711531,0.0057467777711530665,-0.0008705263771425118,0.0,-4,0.02
61,1769569144.5062354,KXNBAGAME-26JAN27DETDEN-DEN,sell,439,0.255,0.245,1769569152.798995,4.390000000000004,3.921568627450984,0.257723023886542,0.0027230238865419976,-0.0018677321261420276,0.0,-4,0.02
62,1769569154.8721626,KXNBAGAME-26JAN27DETDEN-DEN,sell,290,0.245,0.24,1769569163.1600971,1.4500000000000013,2.040816326530614,0.24727878293396038,0.0022787829339603882,-0.0014884980162412694,0.0,-4,0.02
63,1769569165.2324398,KXNBAGAME-26JAN27DETDEN-DEN,sell,355,0.22999999999999998,0.225,1769569171.5459907,1.7749999999999917,2.173913043478251,0.23706510711689946,0.007065107116899477,-0.0015945858126109615,0.0,-4,0.02
64,1769569173.6213562,KXNBAGAME-26JAN27DETDEN-DEN,sell,239,0.22999999999999998,0.225,1769569177.7681792,1.1949999999999945,2.173913043478251,0.22777320544127846,-0.0022267945587215177,-0.0013075953543637126,0.0,-4,0.02
65,1769569179.8500013,KXNBAGAME-26JAN27DETDEN-DEN,sell,108,0.225,0.22,1769569183.997014,0.5400000000000005,2.222222222222224,0.22497823590895608,-2.1764091043929845e-05,-0.0008729614245257027,0.0,-6,0.02
66,1769569186.0703669,KXNBAGAME-26JAN27DETDEN-DEN,sell,182,0.215,0.21000000000000002,1769569213.234722,0.9099999999999957,2.3255813953488262,0.2194781525726112,0.004478152572611194,-0.0011041406233950966,0.0,-6,0.02
