timestamp,equity,datetime
1769476304.2761528,10000.0,2026-01-27 01:11:44.276152849
1769476319.4358182,10000.0,2026-01-27 01:11:59.435818195
1769476321.5810359,10000.0,2026-01-27 01:12:01.581035852
1769476323.7323167,10000.0,2026-01-27 01:12:03.732316732
1769476325.9588125,10000.0,2026-01-27 01:12:05.958812475
1769476328.1410604,10000.0,2026-01-27 01:12:08.141060352
1769476330.337096,10000.0,2026-01-27 01:12:10.337095976
1769476332.48751,10000.0,2026-01-27 01:12:12.487509966
1769476334.6382816,10000.0,2026-01-27 01:12:14.638281584
1769476336.781882,10000.0,2026-01-27 01:12:16.781882048
1769476338.9304986,10000.0,2026-01-27 01:12:18.930498600
1769476341.097571,10000.0,2026-01-27 01:12:21.097570896
1769476343.2171583,10000.0,2026-01-27 01:12:23.217158318
1769476345.4927764,10000.0,2026-01-27 01:12:25.492776394
1769476347.6555414,10000.0,2026-01-27 01:12:27.655541420
1769476349.821351,10000.0,2026-01-27 01:12:29.821351051
1769476351.957089,10000.0,2026-01-27 01:12:31.957088947
1769476354.0948849,10000.0,2026-01-27 01:12:34.094884872
1769476354.0958488,10000.0,2026-01-27 01:12:34.095848799
1769476356.2458556,10000.0,2026-01-27 01:12:36.245855570
1769476358.3960736,10000.0,2026-01-27 01:12:38.396073580
1769476358.397208,10000.0,2026-01-27 01:12:38.397207975
1769476360.5434377,10000.0,2026-01-27 01:12:40.543437719
1769476362.696337,10000.0,2026-01-27 01:12:42.696336985
1769476364.8468795,10000.0,2026-01-27 01:12:44.846879482
1769476366.9977841,10000.0,2026-01-27 01:12:46.997784138
1769476369.148582,10000.0,2026-01-27 01:12:49.148581982
1769476371.302602,10000.0,2026-01-27 01:12:51.302602053
1769476373.4481752,10000.0,2026-01-27 01:12:53.448175192
1769476375.5987835,10000.0,2026-01-27 01:12:55.598783493
1769476377.7489774,10000.0,2026-01-27 01:12:57.748977423
1769476379.8995667,10000.0,2026-01-27 01:12:59.899566650
1769476382.0518644,10000.0,2026-01-27 01:13:02.051864386
1769476384.200637,10000.0,2026-01-27 01:13:04.200637102
1769476386.3512175,10000.0,2026-01-27 01:13:06.351217508
1769476388.5022209,10000.0,2026-01-27 01:13:08.502220868
1769476390.65216,10000.0,2026-01-27 01:13:10.652159929
1769476392.803583,10000.0,2026-01-27 01:13:12.803582907
1769476394.9086235,10000.0,2026-01-27 01:13:14.908623457
1769476397.0284975,10000.0,2026-01-27 01:13:17.028497458
1769476399.1510491,10000.0,2026-01-27 01:13:19.151049137
1769476401.3019617,10000.0,2026-01-27 01:13:21.301961660
1769476403.5541348,10000.0,2026-01-27 01:13:23.554134846
1769476405.7045355,10000.0,2026-01-27 01:13:25.704535484
1769476407.8609746,10000.0,2026-01-27 01:13:27.860974550
1769476410.00533,10000.0,2026-01-27 01:13:30.005330086
1769476412.1552722,10000.0,2026-01-27 01:13:32.155272245
1769476414.3064098,10000.0,2026-01-27 01:13:34.306409836
1769476416.4564707,10000.0,2026-01-27 01:13:36.456470728
1769476418.6074443,10000.0,2026-01-27 01:13:38.607444286
1769476420.7574992,10000.0,2026-01-27 01:13:40.757499218
1769476422.9084246,10000.0,2026-01-27 01:13:42.908424616
1769476425.0573025,10000.0,2026-01-27 01:13:45.057302475
1769476427.208011,10000.0,2026-01-27 01:13:47.208010912
1769476429.35866,10000.0,2026-01-27 01:13:49.358659983
1769476431.5096266,10000.0,2026-01-27 01:13:51.509626627
1769476433.6611001,10000.0,2026-01-27 01:13:53.661100149
1769476435.810076,10000.0,2026-01-27 01:13:55.810075998
1769476437.9667501,10000.0,2026-01-27 01:13:57.966750145
1769476440.1111434,10000.0,2026-01-27 01:14:00.111143351
1769476442.260478,10000.0,2026-01-27 01:14:02.260478019
1769476444.362607,10000.0,2026-01-27 01:14:04.362607002
1769476446.4676297,10000.0,2026-01-27 01:14:06.467629671
1769476448.6114924,10000.0,2026-01-27 01:14:08.611492395
1769476450.7619278,10000.0,2026-01-27 01:14:10.761927843
1769476452.911351,10000.0,2026-01-27 01:14:12.911350965
1769476455.5416718,10000.0,2026-01-27 01:14:15.541671753
1769476457.7247934,10000.0,2026-01-27 01:14:17.724793434
1769476459.8284292,10000.0,2026-01-27 01:14:19.828429222
1769476461.9317126,10000.0,2026-01-27 01:14:21.931712627
1769476464.07449,10000.0,2026-01-27 01:14:24.074490070
1769476466.223506,10000.0,2026-01-27 01:14:26.223505974
1769476468.3738391,10000.0,2026-01-27 01:14:28.373839140
1769476470.5252795,10000.0,2026-01-27 01:14:30.525279522
1769476472.6755424,10000.0,2026-01-27 01:14:32.675542355
1769476474.826843,10000.0,2026-01-27 01:14:34.826843023
1769476476.9869356,10000.0,2026-01-27 01:14:36.986935616
1769476479.125396,10000.0,2026-01-27 01:14:39.125396013
1769476481.2755651,10000.0,2026-01-27 01:14:41.275565147
1769476483.4268653,10000.0,2026-01-27 01:14:43.426865339
1769476485.5253055,10000.0,2026-01-27 01:14:45.525305510
1769476487.6269178,10000.0,2026-01-27 01:14:47.626917839
1769476489.7766545,10000.0,2026-01-27 01:14:49.776654482
1769476491.892452,10000.0,2026-01-27 01:14:51.892452002
1769476494.0773857,10000.0,2026-01-27 01:14:54.077385664
1769476496.2264297,10000.0,2026-01-27 01:14:56.226429701
1769476498.378485,10000.0,2026-01-27 01:14:58.378484964
1769476500.5290897,10000.0,2026-01-27 01:15:00.529089689
1769476502.6779165,10000.0,2026-01-27 01:15:02.677916527
1769476504.8285148,10000.0,2026-01-27 01:15:04.828514814
1769476506.9792008,10000.0,2026-01-27 01:15:06.979200840
1769476509.1289468,10000.0,2026-01-27 01:15:09.128946781
1769476511.2802718,10000.0,2026-01-27 01:15:11.280271769
1769476513.429441,10000.0,2026-01-27 01:15:13.429440975
