trade_id,timestamp,ticker,side,quantity,entry_price,exit_price,exit_timestamp,pnl,pnl_pct,fair_value,mispricing,signal_strength,orderbook_imbalance,score_differential,win_probability
1,1769575216.4740834,KXNBAGAME-26JAN27LACUTA-UTA,buy,6,0.125,0.10500000000000001,1769575218.614463,-0.11999999999999994,-15.999999999999993,0.11819477590861342,-0.0068052240913865775,0.004627729355008374,0.0,-12,0.02
2,1769575220.7518787,KXNBAGAME-26JAN27LACUTA-UTA,buy,2,0.10500000000000001,0.1,1769575227.039688,-0.010000000000000009,-4.761904761904765,0.11094034048076505,0.005940340480765041,0.0014100531394447206,0.0,-12,0.02
3,1769575233.3264904,KXNBAGAME-26JAN27LACUTA-UTA,sell,1,0.095,0.08499999999999999,1769575252.0823538,0.010000000000000009,10.526315789473694,0.09740575493898512,0.002405754938985122,-0.0005322493342460898,0.0,-10,0.02
4,1769575287.404303,KXNBAGAME-26JAN27LACUTA-UTA,buy,2,0.1,0.10500000000000001,1769575289.5416968,0.010000000000000009,5.000000000000004,0.09469101762884802,-0.005308982371151988,0.0011045919560557867,0.0,-12,0.02
5,1769575291.685265,KXNBAGAME-26JAN27LACUTA-UTA,buy,3,0.10500000000000001,0.1,1769575295.9089885,-0.015000000000000013,-4.761904761904765,0.10132033261453821,-0.003679667385461799,0.0016165566207359833,0.0,-12,0.02
6,1769575298.0437121,KXNBAGAME-26JAN27LACUTA-UTA,buy,1,0.1,0.095,1769575300.1877768,-0.0050000000000000044,-5.000000000000004,0.10283855603548786,0.0028385560354878547,0.0008418934166146642,0.0,-10,0.02
7,1769575306.4681091,KXNBAGAME-26JAN27LACUTA-UTA,buy,3,0.135,0.125,1769575321.0811293,-0.030000000000000027,-7.407407407407414,0.1124370617085476,-0.02256293829145241,0.002104347931248223,0.0,-10,0.02
8,1769575323.2328336,KXNBAGAME-26JAN27LACUTA-UTA,buy,1,0.13,0.135,1769575325.376317,0.0050000000000000044,3.8461538461538494,0.1309830559308946,0.000983055930894594,0.0007996308687707635,0.0,-10,0.02
9,1769575342.039005,KXNBAGAME-26JAN27LACUTA-UTA,sell,1,0.11499999999999999,0.10500000000000001,1769575350.439856,0.009999999999999981,8.695652173913029,0.12923887965912148,0.01423887965912149,-0.000758058694849881,0.0,-10,0.02
10,1769575352.5895586,KXNBAGAME-26JAN27LACUTA-UTA,sell,4,0.095,0.08499999999999999,1769575356.9030628,0.040000000000000036,10.526315789473694,0.10667132154133312,0.011671321541333116,-0.0024937549620592907,0.0,-10,0.02
11,1769575359.046036,KXNBAGAME-26JAN27LACUTA-UTA,sell,6,0.08499999999999999,0.09,1769575415.1434605,-0.030000000000000027,-5.8823529411764754,0.08719523240137028,0.0021952324013702895,-0.003247415992663159,0.0,-10,0.02
12,1769575421.432516,KXNBAGAME-26JAN27LACUTA-UTA,sell,2,0.07500000000000001,0.07,1769575425.64982,0.010000000000000009,6.666666666666672,0.07929163951854531,0.004291639518545304,-0.0007589520725388929,0.0,-13,0.02
