trade_id,timestamp,ticker,side,quantity,entry_price,exit_price,exit_timestamp,pnl,pnl_pct,fair_value,mispricing,signal_strength,orderbook_imbalance,score_differential,win_probability
1,1769476351.9583242,KXNBAGAME-26JAN26LALCHI-LAL,buy,1467,0.545,0.545,1769476354.0958452,0.0,0.0,0.5363562729619913,-0.008643727038008753,0.008864993212790028,0.0,0,0.425
2,1769476356.247075,KXNBAGAME-26JAN26LALCHI-LAL,buy,1467,0.545,0.545,1769476358.3971992,0.0,0.0,0.5412464043167602,-0.003753595683239852,0.008834597987975938,0.0,0,0.425
