trade_id,timestamp,ticker,side,quantity,entry_price,exit_price,exit_timestamp,pnl,pnl_pct,fair_value,mispricing,signal_strength,orderbook_imbalance,score_differential,win_probability
1,1769478791.753561,KXNBAGAME-26JAN26LALCHI-LAL,buy,969,0.825,0.825,1769478793.898958,0.0,0.0,0.8132034526629404,-0.011796547337059593,0.002779269569971801,0.0,-12,0.02
2,1769478822.0623965,KXNBAGAME-26JAN26LALCHI-LAL,buy,952,0.84,0.825,1769478826.3617976,-14.280000000000012,-1.7857142857142874,0.8143248464258734,-0.02567515357412653,0.0014664028522413965,0.0,-12,0.02
